case_id,clust_num,clust,district,reside,hhsize,TA,month,year,dist_road,dist_admarc,dist_agmrkt,popdensity,fsrad3_agpct,elevation,srtm_mwi_5_15,nutri_avail,nutri_retention,LAT_DD_MOD,LON_DD_MOD,RCSI,HDDS,FCS,Refrigerator,Radio,Television,Bicycle,Motorcycle,Car,cells_own,cell_cost,hh_age,hh_gender,LT_15,GT_64,floor_cement,floor_dirt_sand_dung,floor_tile,roof_natural,roof_iron,roof_other,region,cell_phone,fnid,yearmo,flood_maxprecip,L12day1rain,L12maxdays,L12rain_cytot,ipczone_thinn,ipczone_lag_thinn,ipczone_price,ipczone_lag_price,ipc2,ipc_lag1,ipc_lag12,near_mkt,near_dist,mkt_thinness,Lmkt_thinn,price,lnprice_impu,Lprice,Llnprice_impu,case_id_num,percent_ag,asset_index2,logFCS,roof,nutri_reten1,nutri_reten2,nutri_reten3,nutri_reten4,nutri_reten5,nutri_avail1,nutri_avail2,nutri_avail3,nutri_avail4,nutri_avail5,nutri_reten_constrained,nutri_avail_constrained,ipczone,ipczone_floodmax,ipczone_floor,ipczone_roof,ipczone_cell,ipczone_hhsize,ipczone_hh_age,ipczone_hh_gender,ipczone_asset,ipczone_dist_road,ipczone_dist_admarc,ipczone_percent_ag,ipczone_nutri_reten_constrained,ipczone_nutri_avail_constrained,ipczone_elevation,ipczone_cells_own,TA_floodmax,TA_floor,TA_roof,TA_cell,TA_hhsize,TA_hh_age,TA_hh_gender,TA_asset,TA_dist_road,TA_dist_admarc,TA_percent_ag,TA_nutri_reten_constrained,TA_nutri_avail_constrained,TA_elevation,TA_cells_own,clust_floodmax,clust_floor,clust_roof,clust_cell,clust_hhsize,clust_hh_age,clust_hh_gender,clust_asset,clust_dist_road,clust_dist_admarc,clust_percent_ag,clust_nutri_reten_constrained,clust_nutri_avail_constrained,clust_elevation,clust_cells_own,TA_lag_price,TA_lag_thinn,TA_price,TA_thinn,clust_lag_price,clust_lag_thinn,clust_price,clust_thinn,ipczone_L12raincytot,ipczone_L12day1rain,ipczone_L12maxdays,clust_L12raincytot,clust_L12day1rain,clust_L12maxdays,TA_L12raincytot,TA_L12day1rain,TA_L12maxdays,clust_logFCS,clust_RCSI,clust_HDDS,ipc_lag1_dummy1,ipc_lag1_dummy2,ipc_lag1_dummy3
1130-001,20602363,20602363,Lilongwe,rural,8,2,JUNE,2013,1,4,45,200-300,18,1150,High-altitude Plains,Moderate Constraint,Moderate Constraint,-14.0368,33.3451,0,7,64,0,1,0,1,1,0,2,6000,33,1,4,0,1,0,0,0,1,0,2,1,MW2012C3020603,201306,0,32,13,957.92847,.032018665,.1822817,4.5705128,4.4433188,1,1,1,MAYAKA,8.8132429,.2,.25,81.18,4.3966689,73.974998,4.3037271,1130-001,0,-.30081752,4.1588831,1,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3020603,0,.70076728,.44757032,.47058824,4.8030691,42.353848,1.2102565,-.087622568,7.0869565,6.0409207,.12327366,.16112532,.17391305,1134.6036,.84398979,2.8397248,.77777779,.2962963,.43518519,4.95679,43.175926,1.2283951,-.20014155,7.8888888,6.7962961,.057407409,.41358024,.41975307,891.7901,.57716048,0,.3888889,.72222221,.66666669,5.6111112,43.5,1.2777778,.30323166,1.2777778,3.4444444,.17777778,.8888889,.8888889,1087.7778,1.2777778,4.578866,.26364639,4.5747905,.45734128,4.4061537,.33611113,4.5038905,.5777778,957.92847,32,13,897.05872,50,25,921.45221,48.774693,24.370371,4.0240684,2.6111112,6.0555553,1,0,0
1175-001,20603533,20603533,Lilongwe,rural,1,3,JUNE,2013,17,0,29,100-200,28,1210,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-14.2749,33.7597,0,6,58,0,1,1,1,0,0,1,3000,58,2,0,0,1,0,0,0,1,0,2,1,MW2012C3020603,201306,0,32,13,957.92847,.032018665,.1822817,4.5705128,4.4433188,1,1,1,MITUNDU,7.882215,0,0,92.5,4.5272088,98.129997,4.5862932,1175-001,0,-.30081135,4.0604429,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020603,0,.70076728,.44757032,.47058824,4.8030691,42.353848,1.2102565,-.087622568,7.0869565,6.0409207,.12327366,.16112532,.17391305,1134.6036,.84398979,.17780566,.79790938,.32752612,.45296168,5.1324043,43.933567,1.2682927,-.18716252,7.8571429,6.5993032,.029268293,.28919861,.34843206,973.41461,.67595822,0,.40000001,.69999999,.69999999,4.6500001,39.75,1.35,.42404231,14.45,1.2,0,.40000001,.44999999,1210,1.25,4.5298309,.35881037,4.5674162,.28576407,4.5473371,.1,4.57061,.20714286,957.92847,32,13,921.50146,51,14,986.30182,51.777004,22.564461,3.9198496,3.1500001,5.9000001,1,0,0
1206-001,20604638,20604638,Lilongwe,rural,8,4,JUNE,2013,12,4,35,300-400,39,1220,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-14.0153,34.0639,14,4,29,0,0,0,1,0,0,0,,50,1,3,0,0,1,0,1,0,0,2,0,MW2012C3020603,201306,0,32,13,957.92847,.032018665,.1822817,4.5705128,4.4433188,1,1,1,NANJIRI,17.835764,0,0,105.56,4.6592793,106.905,4.6719408,1206-001,0,-.30081642,3.3672957,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020603,0,.70076728,.44757032,.47058824,4.8030691,42.353848,1.2102565,-.087622568,7.0869565,6.0409207,.12327366,.16112532,.17391305,1134.6036,.84398979,.12358174,.78525639,.30769232,.40064102,5.0929489,44.391026,1.2820513,-.20788564,8.2596149,8.9102564,.035256412,.25320512,.25641027,855.73718,.57371795,0,1,.25,.15000001,4.5500002,43.700001,1.15,-.3008163,11.35,5.25,0,.050000001,.050000001,1205,.15000001,4.5107346,.35180861,4.5412683,.30483058,4.6754718,.050000001,4.665875,0,957.92847,32,13,899.59698,53,17,959.49298,49.634617,23.243589,3.6902764,3.2631578,5.3000002,1,0,0
1209-001,20605302,20605302,Lilongwe,rural,6,5,JUNE,2013,13,6,38,200-300,31,1130,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-14.023,34.0863,16,6,31,0,0,0,0,0,0,0,,41,1,3,0,0,1,0,1,0,0,2,0,MW2012C3020603,201306,0,32,13,957.92847,.032018665,.1822817,4.5705128,4.4433188,1,1,1,NANJIRI,20.287262,0,0,81.18,4.3966689,73.974998,4.3037271,1209-001,0,-.30081591,3.4339871,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020603,0,.70076728,.44757032,.47058824,4.8030691,42.353848,1.2102565,-.087622568,7.0869565,6.0409207,.12327366,.16112532,.17391305,1134.6036,.84398979,0,.77230769,.31999999,.47076923,4.9446154,43.316921,1.2276924,-.25620943,8.913846,11.406154,.025230769,.42153847,.47692308,947.35382,.70153844,0,.89473683,.10526316,.10526316,3.9473684,50.263157,1.3684211,-.30081588,12.315789,5.6842103,.063157894,0,0,1134.2106,.21052632,4.5620041,.41797802,4.5692329,.56050551,4.3413091,.10526316,4.4306793,.010526316,957.92847,32,13,925.63391,53,16,940.22516,49.455383,24.775385,3.4244342,5.3157897,4.3684211,1,0,0
1249-002,20610050,20610050,Lilongwe,rural,5,10,JUNE,2013,9,5,26,100-200,6,1130,High-altitude Plains,Moderate Constraint,No or Slight Constraint,-14.096924,33.580106,0,6,44,0,1,0,0,0,0,0,,36,2,2,0,0,1,0,1,0,0,2,0,MW2012C3020603,201306,0,32,13,957.92847,.032018665,.1822817,4.5705128,4.4433188,1,1,1,DWANGWA,15.392411,0,0,125.29,4.8306313,79.385002,4.3743095,1249-002,0,-.3008166,3.7841897,0,1,0,0,0,0,0,1,0,0,0,0,1,MW2012C3020603,0,.70076728,.44757032,.47058824,4.8030691,42.353848,1.2102565,-.087622568,7.0869565,6.0409207,.12327366,.16112532,.17391305,1134.6036,.84398979,0,.75581396,.37209302,.44186047,4.7093024,41.790699,1.1744186,-.25867334,5.6976743,11.174418,.030232558,.40697673,.43023255,1180.3489,.60465115,0,.89999998,.25,.15000001,4.75,44.650002,1.15,-.30081591,1.75,9.8000002,.050000001,0,.050000001,1217.5,.30000001,4.3640485,.26453489,4.5630274,.36378738,4.4013386,.050000001,4.8103504,.052857142,957.92847,32,13,890.9928,51,16,889.09521,49.965115,22.476744,3.6624522,7.1500001,4.8000002,1,0,0
1250-001,20610249,20610249,Lilongwe,rural,4,10,JUNE,2013,4,16,34,300-400,12,1190,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-14.1601,34.0345,0,6,36.5,0,0,0,0,0,0,1,200,80,2,2,1,0,1,0,1,0,0,2,1,MW2012C3020603,201306,0,32,13,957.92847,.032018665,.1822817,4.5705128,4.4433188,1,1,1,DWANGWA,8.1472826,0,0,125.29,4.8306313,79.385002,4.3743095,1250-001,0,-.30081591,3.5973122,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020603,0,.70076728,.44757032,.47058824,4.8030691,42.353848,1.2102565,-.087622568,7.0869565,6.0409207,.12327366,.16112532,.17391305,1134.6036,.84398979,0,.75581396,.37209302,.44186047,4.7093024,41.790699,1.1744186,-.25867334,5.6976743,11.174418,.030232558,.40697673,.43023255,1180.3489,.60465115,0,.85714287,.19047619,.52380955,4.8095236,37.809525,1.2380953,-.30081657,5.9047618,14,.047619049,0,0,1191.4286,.71428573,4.3640485,.26453489,4.5630274,.36378738,4.3743095,0,4.8306313,0,957.92847,32,13,897.33771,51,14,889.09521,49.965115,22.476744,3.6410766,6.6666665,4.9523811,1,0,0
1301-001,20613324,20613324,Lilongwe,rural,5,13,JUNE,2013,2,5,16,300-400,20,1130,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-13.9694,33.6318,0,6,37.5,0,0,0,0,0,0,0,,61,1,1,0,1,0,0,0,1,0,2,0,MW2012C3020603,201306,0,32,13,957.92847,.032018665,.1822817,4.5705128,4.4433188,1,1,1,NAMBUMA,16.134605,.40000001,1,110,4.7004805,110,4.7004805,1301-001,.60000002,-.30081591,3.624341,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020603,0,.70076728,.44757032,.47058824,4.8030691,42.353848,1.2102565,-.087622568,7.0869565,6.0409207,.12327366,.16112532,.17391305,1134.6036,.84398979,0,.82051283,.25641027,.46153846,4.8461537,44.948719,1.1025641,-.30081636,8.0769234,6.1794872,.11282051,0,.43589744,1153.0769,.58974361,0,.90476191,.19047619,.2857143,4.2857141,51.761906,1.1904762,-.30081648,3.5238094,4.7142859,.20952381,0,0,1136.1904,.38095239,4.7260656,.72087914,4.6412511,.71135533,4.6005211,.80000001,4.6638756,.45714286,957.92847,32,13,915.12598,53,14,1052.037,57.743591,22.897436,3.6560838,6,4.8571429,1,0,0
1280-001,20614477,20614477,Lilongwe,rural,4,14,JUNE,2013,0,4,27,200-300,10,1200,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-14.033,33.5159,10,6,36.5,0,0,0,0,0,0,0,,53,2,1,0,0,1,0,1,0,0,2,0,MW2012C3020703,201306,0,33,14,908.61011,.54687649,.8247878,4.4266524,4.2849703,1,1,1,NSUNDWE,3.954946,0,0,80.639999,4.3899946,63.215,4.1465416,1280-001,0,-.30081591,3.5973122,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020703,0,.82608694,.25,.39130434,4.9891305,40.758244,1.173913,-.22202745,19.02174,8.956522,.017391305,.85869563,.88043481,1097.9348,.64130437,0,.77272725,.27272728,.22727273,5.409091,39.857143,1.1428572,-.30081579,1.2727273,4.681818,.22727273,0,0,1174.0909,.5,0,.73913044,.34782609,.30434781,5.2173915,38.695652,1.173913,-.30081603,.78260869,4.826087,.24347827,.086956523,.086956523,1176.5217,.52173913,4.2385044,.046753246,4.4344711,.15584415,4.2451754,.14782609,4.4560428,.16614906,908.61011,33,14,921.94092,53,25,916.90179,53,24.136364,3.8188958,2.7391305,5.7391305,1,0,0
1353-001,20704738,20704738,Mchinji,rural,4,4,JUNE,2013,15,9,21,100-200,0,1120,High-altitude Plains,Moderate Constraint,Moderate Constraint,-13.6713,33.026,14,6,45,0,0,0,0,0,0,0,,77,2,3,1,0,1,0,1,0,0,2,0,MW2012C3020703,201306,0,33,14,908.61011,.54687649,.8247878,4.4266524,4.2849703,1,1,1,SALIMA,14.9466,.2,.5,88.544998,4.483511,78.260002,4.3600368,1353-001,0,-.30081591,3.8066626,0,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3020703,0,.82608694,.25,.39130434,4.9891305,40.758244,1.173913,-.22202745,19.02174,8.956522,.017391305,.85869563,.88043481,1097.9348,.64130437,.12358174,.78525639,.30769232,.40064102,5.0929489,44.391026,1.2820513,-.20788564,8.2596149,8.9102564,.035256412,.25320512,.25641027,855.73718,.57371795,.32558581,.92592591,.18518518,.22222222,4.4814816,38.148148,1.2592592,-.30081633,15.37037,8.666667,0,.96296299,.96296299,1090.7407,.37037036,4.5107346,.35180861,4.5412683,.30483058,4.3093057,.72222221,4.497437,.55555558,908.61011,33,14,820.28723,33,14,959.49298,49.634617,23.243589,3.6584873,3.2592592,4.9629631,1,0,0
1374-001,20801046,20801046,Dedza,rural,2,1,JUNE,2013,12,6,51,100-200,12,1230,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-14.3763,34.0394,0,5,42.5,0,0,0,0,0,0,0,,76,1,1,1,0,1,0,1,0,0,2,0,MW2012C3020803,201306,0,33,24,1014.7139,.11994349,.16527106,4.5305037,4.4606142,1,1,1,MITUNDU,32.865982,0,0,92.5,4.5272088,98.129997,4.5862932,1374-001,0,-.30081591,3.7495041,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020803,0,.8561644,.2739726,.31506848,4.8835616,44.513699,1.2465754,-.17669667,12.609589,5.0547943,.024657534,.11643836,.13013698,1305.8219,.46575344,2.7327812,.76383764,.37453875,.42250922,5.119926,44.123844,1.2717191,-.1871393,9.6162357,9.5313654,.059040591,.2804428,.32472324,834.92621,.62546128,0,.82352942,.47058824,.47058824,4.5294118,53.35294,1.2941177,-.30081657,12,5.4117646,.05882353,0,0,1245.2941,.58823532,4.5680475,.36564311,4.5824924,.39028731,4.5862932,0,4.5272088,0,1014.7139,33,24,931.92712,51,14,918.86896,53.638378,24.123617,3.6556187,4.352941,4.8823528,1,0,0
1580-001,20906605,20906605,Ntcheu,rural,2,6,JUNE,2013,8,5,16,200-300,24,940,High-altitude Plains,Moderate Constraint,Moderate Constraint,-14.6514,34.6256,0,6,37.5,0,0,0,0,0,0,0,,80,2,0,1,1,0,0,0,0,1,2,0,MW2012C3020603,201306,0,32,13,957.92847,.032018665,.1822817,4.5705128,4.4433188,1,1,1,LILONGWE,6.238255,0,0,81.18,4.3966689,73.974998,4.3037271,1580-001,0,-.30081591,3.624341,1,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3020603,0,.70076728,.44757032,.47058824,4.8030691,42.353848,1.2102565,-.087622568,7.0869565,6.0409207,.12327366,.16112532,.17391305,1134.6036,.84398979,0,.77076411,.32225913,.39202657,4.8205981,43.164429,1.3076923,-.19244885,13.877076,7.6279068,.032558139,.2857143,.38870433,900.66443,.58803988,0,.77777779,.33333334,.44444445,4.7777777,48.529411,1.4117647,-.30081606,7.7222223,5.2777777,.088888891,.6111111,.6111111,943.88892,.72222221,4.5456085,.37074038,4.4840188,.45932606,4.3385696,.11111111,4.4383254,.06666667,957.92847,32,13,909.81879,50,23,894.39532,52.196014,22.528238,3.6803482,4.7222223,5,1,0,0
1752-001,21066096,21066096,Lilongwe City,urban,15,66,JUNE,2013,1,2,4,300-400,20,1090,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-14.0239,33.778,0,7,93,1,0,1,1,0,1,3,15000,33,1,3,0,1,0,0,0,1,0,2,1,MW2012C3020619,201306,0,33,13,906.65155,0,0,4.7002296,4.7003055,1,1,1,LILONGWE,4.5251317,0,0,110,4.7004805,110,4.7004805,1752-001,.60000002,3.3234727,4.5325994,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020619,0,.26838234,.80882353,.81985295,5.0955882,40.694855,1.2205882,.56528324,3.1727941,5.5036764,.027941177,.044117648,.047794119,1046.6912,2.0110295,0,.31578946,.94736844,.84210527,6.4736843,41.63158,1.0526316,.46219337,1.2631578,1.7894737,.094736844,0,0,1076.3158,2.2631578,0,.083333336,.91666669,.91666669,6.6666665,39.916668,1.25,.30323407,1.5833334,3.3333333,.15000001,0,0,1089.1666,2.4166667,4.4800186,.17631578,4.7062306,.13533835,4.6959596,.13333334,4.7033172,.16428572,906.65155,33,13,871.78955,53,14,871.78955,53,14,4.0570364,.75,6.5,1,0,0
1765-001,21066339,21066339,Lilongwe City,urban,5,,JUNE,2013,2,3,4,2000-3000,0,1070,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-14.0209,33.7746,0,6,66,0,1,1,0,0,0,2,1000,38,1,3,0,1,0,0,0,1,0,2,1,MW2012C3020619,201306,0,33,13,906.65155,0,0,4.7002296,4.7003055,1,1,1,BEMBEKE_TURNOFF,12.429162,0,.25,114.55,4.7410116,79.449997,4.3751278,1765-001,0,-.30081084,4.1896548,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020619,0,.26838234,.80882353,.81985295,5.0955882,40.694855,1.2205882,.56528324,3.1727941,5.5036764,.027941177,.044117648,.047794119,1046.6912,2.0110295,1.7699356,.36625513,.72839504,.79423869,4.4650207,35.901234,1.2263374,.44492286,4.3909464,6.6460905,.030452676,.16872428,.19341564,1014.0741,1.6255144,0,.34999999,.89999998,.75,5.25,39.049999,1.15,.061613582,2.95,3,0,.050000001,.050000001,1073,1.7,4.6616545,.61572605,4.707499,.66291398,4.4263058,.33750001,4.7290869,.1925,906.65155,33,13,871.78955,53,14,925.57098,49.358025,22.209877,4.0009079,2.8,5.8499999,1,0,0
1932-001,30101545,30101545,Mangochi,rural,2,1,JUNE,2013,14,10,23,100-200,6,800,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-14.5244,35.0888,0,6,68.5,0,1,0,1,0,0,0,,78,1,0,1,1,0,0,1,0,0,3,0,MW2012C3030112,201306,0,53,15,865.8158,.80488783,.914648,4.47857,4.392314,1,1,1,MANGOCHI,22.261026,.80000001,1,93.559998,4.5386028,85.330002,4.4465261,1932-001,0,-.30081713,4.2268338,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030112,0,.88461536,.21794872,.37179488,4.9487181,42.679485,1.2692307,-.30081627,12.179487,7.2435899,.028205128,.03846154,.051282052,726.53845,.5,2.7327812,.76383764,.37453875,.42250922,5.119926,44.123844,1.2717191,-.1871393,9.6162357,9.5313654,.059040591,.2804428,.32472324,834.92621,.62546128,0,.89999998,.15000001,.44999999,5.3000002,45.5,1.4,-.30081603,12.05,9.1000004,0,.1,.1,756,.44999999,4.5680475,.36564311,4.5824924,.39028731,4.4681029,.98000002,4.5567217,.77714288,865.8158,53,15,757.95557,32,25,918.86896,53.638378,24.123617,3.933511,4.3000002,5.5,1,0,0
1983-001,30102028,30102028,Mangochi,rural,4,2,JUNE,2013,10,2,30,50-100,0,800,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-14.63,35.1033,28,4,46,0,0,0,0,0,0,0,,83,2,1,1,0,1,0,1,0,0,3,0,MW2012C3030112,201306,0,53,15,865.8158,.80488783,.914648,4.47857,4.392314,1,1,1,MANGOCHI,22.6842,.80000001,1,93.559998,4.5386028,85.330002,4.4465261,1983-001,0,-.30081591,3.8286414,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030112,0,.88461536,.21794872,.37179488,4.9487181,42.679485,1.2692307,-.30081627,12.179487,7.2435899,.028205128,.03846154,.051282052,726.53845,.5,2.8397248,.77777779,.2962963,.43518519,4.95679,43.175926,1.2283951,-.20014155,7.8888888,6.7962961,.057407409,.41358024,.41975307,891.7901,.57716048,2.0873995,.94736844,.15789473,.36842105,4.8421054,43.421051,1.2105263,-.30081648,10.315789,3.5263157,0,0,0,828.42108,.63157892,4.578866,.26364639,4.5747905,.45734128,4.4780235,.91578948,4.5892706,.71428573,865.8158,53,15,819.53284,53,31,921.45221,48.774693,24.370371,3.9245605,2.6842105,5.3684211,1,0,0
1962-001,30102540,30102540,Mangochi,rural,4,2,JUNE,2013,16,8,27,100-200,12,700,Low Plateaus,No or Slight Constraint,No or Slight Constraint,-14.7688,35.0315,0,6,44,0,0,0,1,0,0,0,,43,1,2,0,0,1,0,1,0,0,3,0,MW2012C3030112,201306,0,53,15,865.8158,.80488783,.914648,4.47857,4.392314,1,1,1,LILONGWE,4.4966054,0,0,79.519997,4.3760085,68.654999,4.229094,1962-001,0,-.30081642,3.7841897,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030112,0,.88461536,.21794872,.37179488,4.9487181,42.679485,1.2692307,-.30081627,12.179487,7.2435899,.028205128,.03846154,.051282052,726.53845,.5,2.8397248,.77777779,.2962963,.43518519,4.95679,43.175926,1.2283951,-.20014155,7.8888888,6.7962961,.057407409,.41358024,.41975307,891.7901,.57716048,.18838005,.85000002,.2,.30000001,4.75,40.700001,1.35,-.30081603,12.8,7.1999998,.079999998,0,0,719,.34999999,4.578866,.26364639,4.5747905,.45734128,4.299542,.1,4.44278,.14,865.8158,53,15,847.22278,50,31,921.45221,48.774693,24.370371,3.888823,4.6999998,5.1999998,1,0,0
2108-001,30206341,30206341,Machinga,rural,7,6,JUNE,2013,23,5,19,200-300,55,700,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-15.0513,35.4605,12,4,60.5,0,1,0,0,0,0,0,,58,1,3,0,1,0,0,0,1,0,3,0,MW2012C3030204,201306,0,50,7,1063.0758,.64598805,.048128739,4.7032495,4.4200459,1,1,1,NTAJA,20.989216,0,.25,85.5,4.4485164,62.505001,4.1352468,2108-001,0,-.3008166,4.1026435,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030204,0,.78823531,.29411766,.35294119,5.0941176,43.482353,1.2,-.13026159,32.894119,7.3058825,.047058824,.28235295,.49411765,691.05884,.45882353,0,.77076411,.32225913,.39202657,4.8205981,43.164429,1.3076923,-.19244885,13.877076,7.6279068,.032558139,.2857143,.38870433,900.66443,.58803988,0,.61904764,.42857143,.42857143,5.3809524,48.57143,1.2380953,.38952446,21.761906,5.2380953,0,.047619049,.047619049,710,.66666669,4.5456085,.37074038,4.4840188,.45932606,4.1501641,.24761905,4.453156,.034013607,1063.0758,50,7,827.00458,68,16,894.39532,52.196014,22.528238,3.9735847,6.8571429,5.7142859,1,0,0
2143-001,30206572,30206572,Machinga,rural,5,6,JUNE,2013,33,4,14,200-300,53,640,High-altitude Plains,Moderate Constraint,No or Slight Constraint,-14.9969,35.5521,2,4,32,0,0,0,0,0,0,0,,70,1,3,2,0,1,0,1,0,0,3,0,MW2012C3030204,201306,0,50,7,1063.0758,.64598805,.048128739,4.7032495,4.4200459,1,1,1,NTAJA,13.787156,0,.25,77.349998,4.3483405,85.330002,4.4465261,2143-001,0,-.30081591,3.4657359,0,1,0,0,0,0,0,1,0,0,0,0,1,MW2012C3030204,0,.78823531,.29411766,.35294119,5.0941176,43.482353,1.2,-.13026159,32.894119,7.3058825,.047058824,.28235295,.49411765,691.05884,.45882353,0,.77076411,.32225913,.39202657,4.8205981,43.164429,1.3076923,-.19244885,13.877076,7.6279068,.032558139,.2857143,.38870433,900.66443,.58803988,0,.76190478,.33333334,.38095239,5.3809524,42.380951,1.2857143,-.3008166,30.952381,4.6190476,0,.047619049,.95238096,670.4762,.47619048,4.5456085,.37074038,4.4840188,.45932606,4.4418507,.23809524,4.3454733,.047619049,1063.0758,50,7,839.87402,69,11,894.39532,52.196014,22.528238,3.7099979,1.2857143,4.9523811,1,0,0
2191-001,30302601,30302601,Zomba,rural,7,2,JUNE,2013,22,7,26,200-300,35,660,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-15.4882,35.557,0,5,46,0,0,0,1,0,0,0,,30,2,6,0,0,1,0,1,0,0,3,0,MW2012C3020619,201306,0,33,13,906.65155,0,0,4.7002296,4.7003055,1,1,1,LILONGWE,9.2294874,0,0,110,4.7004805,110,4.7004805,2191-001,0,-.30081642,3.8286414,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020619,0,.26838234,.80882353,.81985295,5.0955882,40.694855,1.2205882,.56528324,3.1727941,5.5036764,.027941177,.044117648,.047794119,1046.6912,2.0110295,2.8397248,.77777779,.2962963,.43518519,4.95679,43.175926,1.2283951,-.20014155,7.8888888,6.7962961,.057407409,.41358024,.41975307,891.7901,.57716048,0,.80952382,.19047619,.38095239,5.3809524,39.476189,1.1428572,-.30081594,17.904762,7.3809524,.047619049,.047619049,.047619049,725.2381,.52380955,4.578866,.26364639,4.5747905,.45734128,4.6995187,.16666667,4.7101231,.19047619,906.65155,33,13,786.03418,53,15,921.45221,48.774693,24.370371,3.8880391,4.4761906,5.5714288,1,0,0
2208-001,30305082,30305082,Zomba,rural,6,5,JUNE,2013,20,8,24,300-400,37,710,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-15.5698,35.4256,0,6,34.5,0,0,0,1,0,0,0,,55,1,2,0,0,1,0,1,0,0,3,0,MW2012C3030304,201306,0,32,13,990.50909,.64028829,.30457059,4.5956135,4.3228331,1,1,2,MAYAKA,7.7123618,.2,.25,78.014999,4.3569012,65.910004,4.1882901,2208-001,0,-.30081642,3.5409594,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030304,0,.58139533,.56976742,.62790698,4.7558141,39.813953,1.1976744,.28918436,8.8837214,5.0581393,.018604651,.058139537,.058139537,838.13953,1.1627907,0,.77230769,.31999999,.47076923,4.9446154,43.316921,1.2276924,-.25620943,8.913846,11.406154,.025230769,.42153847,.47692308,947.35382,.70153844,0,.70588237,.41176471,.35294119,5.7058825,45.294117,1.1764706,-.30081624,17.352942,7.647059,0,0,0,698.82355,.47058824,4.5620041,.41797802,4.5692329,.56050551,4.2469401,.2647059,4.3970084,.27605042,990.50909,32,13,819.16321,32,30,940.22516,49.455383,24.775385,3.7848067,2.3529413,5.4117646,1,0,0
2251-003,30305580,30305580,Zomba,rural,3,5,JUNE,2013,20,3,30,300-400,26,760,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-15.6474,35.3431,0,5,42,0,1,0,1,0,0,0,,22,1,1,0,0,1,0,1,0,0,3,0,MW2012C3030314,201306,0,32,13,1028.1757,.57877207,.16321883,4.5992846,4.3165741,1,1,1,MAYAKA,7.5375438,.2,.25,100.08,4.6059699,87.324997,4.4696369,2251-003,0,-.30081713,3.7376697,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030314,0,.49740931,.60103625,.66839379,4.357513,38.274612,1.2746114,.30010268,5.8704662,4.6113992,.084974095,.025906736,.025906736,905.49225,1.3212435,0,.77230769,.31999999,.47076923,4.9446154,43.316921,1.2276924,-.25620943,8.913846,11.406154,.025230769,.42153847,.47692308,947.35382,.70153844,0,.72727275,.40909091,.22727273,4.181818,40.81818,1.3181819,-.3008166,17.454546,4.8636365,.11818182,0,0,791.81818,.22727273,4.5620041,.41797802,4.5692329,.56050551,4.4758339,.27500001,4.6082206,.22987014,1028.1757,32,13,816.92401,32,13,940.22516,49.455383,24.775385,3.7995741,3.0454545,5.090909,1,0,0
